roll,die1,die2,croupier
1362,2,1,Kris
1363,1,6,Kris
1364,6,6,Kris
1365,4,4,Kris
1366,2,6,Kris
1367,6,4,Kris
1368,6,5,Kris
1369,2,5,Kris
1370,5,6,Kris
1371,3,2,Kris
1372,2,3,Kris
1373,1,5,Kris
1374,1,5,Kris
1375,2,4,Kris
1376,1,1,Kris
1377,3,6,Kris
1378,1,2,Kris
1379,1,1,Kris
1380,5,1,Kris
1381,5,6,Kris
1382,6,3,Kris
1383,1,3,Kris
1384,5,1,Kris
1385,6,6,Kris
1386,6,6,Kris
1387,6,2,Kris
1388,5,3,Kris
1389,4,2,Kris
1390,2,6,Kris
1391,5,4,Kris
1392,4,6,Kris
1393,3,3,Kris
1394,6,2,Kris
1395,3,5,Kris
1396,1,6,Kris
1397,4,5,Kris
1398,2,4,Kris
1399,4,1,Kris
1400,3,6,Kris
1401,2,4,Carey
1402,1,4,Carey
1403,5,1,Carey
1404,4,3,Carey
1405,1,5,Carey
1406,1,5,Carey
1407,5,3,Carey
1408,5,6,Carey
1409,1,4,Carey
1410,1,6,Carey
1411,1,1,Carey
1412,2,3,Carey
1413,2,6,Carey
1414,3,2,Carey
1415,5,2,Carey
1416,6,5,Carey
1417,3,1,Carey
1418,4,5,Carey
1419,1,5,Carey
1420,6,6,Carey
1421,2,1,Carey
1422,4,4,Carey
1423,4,2,Carey
1424,5,2,Carey
1425,3,2,Carey
1426,3,1,Carey
1427,3,1,Carey
1428,4,5,Carey
1429,6,3,Carey
1430,5,3,Carey
1431,2,1,Carey
1432,3,3,Carey
1433,2,3,Carey
1434,3,1,Carey
1435,3,3,Carey
1436,4,5,Carey
1437,3,1,Carey
1438,1,6,Carey
1439,6,1,Carey
1440,1,2,Carey
1441,1,1,Carey
1442,2,2,Carey
1443,2,4,Carey
1444,6,2,Carey
1445,1,4,Carey
1446,2,2,Carey
1447,5,1,Carey
1448,1,3,Carey
1449,1,1,Carey
1450,5,2,Carey
1451,2,3,Carey
1452,5,4,Carey
1453,6,2,Carey
1454,4,4,Carey
1455,3,1,Carey
1456,3,3,Carey
1457,2,1,Carey
1458,3,6,Carey
1459,5,1,Carey
1460,5,6,Carey
1461,4,3,Carey
1462,5,4,Carey
1463,5,5,Carey
1464,4,5,Carey
1465,5,2,Carey
1466,6,2,Carey
1467,3,5,Carey
1468,5,4,Carey
1469,3,4,Carey
1470,2,2,Carey
1471,5,6,Carey
1472,6,1,Carey
1473,5,6,Carey
1474,1,2,Carey
1475,6,6,Carey
1476,1,1,Carey
1477,2,6,Carey
1478,5,2,Carey
1479,3,6,Carey
1480,2,4,Carey
1481,3,6,Carey
1482,5,2,Carey
1483,1,4,Carey
1484,2,3,Carey
1485,3,5,Carey
1486,4,4,Carey
1487,4,6,Carey
1488,2,6,Carey
1489,3,1,Carey
1490,6,6,Carey
1491,6,6,Carey
1492,6,3,Carey
1493,5,6,Carey
1494,2,6,Carey
1495,4,2,Carey
1496,4,4,Carey
1497,3,5,Carey
1498,6,2,Carey
1499,4,3,Carey
1500,6,5,Carey
1501,4,4,Kris
1502,4,1,Kris
1503,4,3,Kris
1504,3,2,Kris
1505,4,4,Kris
1506,1,4,Kris
1507,5,5,Kris
1508,5,1,Kris
1509,3,3,Kris
1510,4,3,Kris
1511,4,5,Kris
1512,6,3,Kris
1513,4,2,Kris
1514,3,4,Kris
1515,2,1,Kris
1516,1,1,Kris
1517,4,6,Kris
1518,1,6,Kris
1519,5,5,Kris
1520,1,2,Kris
1521,4,2,Kris
1522,4,1,Kris
1523,6,1,Kris
1524,1,3,Kris
1525,3,5,Kris
1526,3,5,Kris
1527,2,6,Kris
1528,1,4,Kris
1529,3,5,Kris
1530,5,2,Kris
1531,4,2,Kris
1532,5,1,Kris
1533,6,1,Kris
1534,1,1,Kris
1535,1,4,Kris
1536,5,6,Kris
1537,6,5,Kris
1538,5,6,Kris
1539,6,6,Kris
1540,6,3,Kris
1541,4,5,Kris
1542,6,5,Kris
1543,6,1,Kris
1544,6,3,Kris
1545,3,1,Kris
1546,4,3,Kris
1547,3,1,Kris
1548,1,5,Kris
1549,4,5,Kris
1550,6,1,Kris
1551,3,6,Kris
1552,5,1,Kris
1553,2,6,Kris
1554,4,3,Kris
1555,6,3,Kris
1556,5,3,Kris
1557,1,4,Kris
1558,3,4,Kris
1559,1,1,Kris
1560,1,6,Kris
1561,3,5,Kris
1562,6,3,Kris
1563,3,3,Kris
1564,3,3,Kris
1565,5,3,Kris
1566,2,6,Kris
1567,1,6,Kris
1568,5,3,Kris
1569,1,1,Kris
1570,6,5,Kris
1571,3,4,Kris
1572,6,1,Kris
1573,5,1,Kris
1574,4,3,Kris
1575,2,4,Kris
1576,5,2,Kris
1577,4,3,Kris
1578,5,3,Kris
1579,1,4,Kris
1580,1,6,Kris
1581,5,2,Kris
1582,3,5,Kris
1583,4,6,Kris
1584,4,3,Kris
1585,6,4,Kris
1586,4,2,Kris
1587,6,2,Kris
1588,6,6,Kris
1589,1,3,Kris
1590,2,4,Kris
1591,1,2,Kris
1592,4,4,Kris
1593,4,1,Kris
1594,5,2,Kris
1595,3,3,Kris
1596,6,6,Kris
1597,1,2,Kris
1598,4,2,Kris
1599,5,1,Kris
1600,4,2,Kris
1601,3,4,Carey
1602,1,1,Carey
1603,4,1,Carey
1604,2,1,Carey
1605,1,5,Carey
1606,2,1,Carey
1607,4,5,Carey
1608,4,3,Carey
1609,5,5,Carey
1610,1,1,Carey
1611,4,2,Carey
1612,5,2,Carey
1613,2,1,Carey
1614,6,3,Carey
1615,2,3,Carey
1616,4,3,Carey
1617,1,6,Carey
1618,5,4,Carey
1619,5,3,Carey
1620,3,1,Carey
1621,6,6,Carey
1622,2,1,Carey
1623,3,6,Carey
1624,3,1,Carey
1625,4,1,Carey
1626,5,6,Carey
1627,5,2,Carey
1628,4,3,Carey
1629,4,2,Carey
1630,3,4,Carey
1631,6,5,Carey
1632,6,4,Carey
1633,3,1,Carey
1634,5,2,Carey
1635,3,4,Carey
1636,4,6,Carey
1637,2,2,Carey
1638,4,3,Carey
1639,6,6,Carey
1640,1,2,Carey
1641,5,4,Carey
1642,3,5,Carey
1643,5,3,Carey
1644,1,2,Carey
1645,3,2,Carey
1646,2,3,Carey
1647,3,5,Carey
1648,1,5,Carey
1649,1,4,Carey
1650,1,3,Carey
1651,6,5,Carey
1652,6,3,Carey
1653,6,6,Carey
1654,2,4,Carey
1655,5,6,Carey
1656,3,2,Carey
1657,2,2,Carey
1658,1,5,Carey
1659,5,4,Carey
1660,6,2,Carey
1661,5,2,Carey
1662,6,4,Carey
1663,2,2,Carey
1664,1,5,Carey
1665,3,3,Carey
1666,6,5,Carey
1667,2,2,Carey
1668,4,2,Carey
1669,4,5,Carey
1670,6,5,Carey
1671,2,6,Carey
1672,6,6,Carey
1673,5,6,Carey
1674,4,2,Carey
1675,3,4,Carey
1676,2,4,Carey
1677,2,3,Carey
1678,1,5,Carey
1679,2,1,Carey
1680,1,1,Carey
1681,4,5,Carey
1682,3,2,Carey
1683,1,2,Carey
1684,6,2,Carey
1685,3,2,Carey
1686,5,4,Carey
1687,3,2,Carey
1688,1,2,Carey
1689,1,3,Carey
1690,2,2,Carey
1691,5,2,Carey
1692,4,2,Carey
1693,6,2,Carey
1694,5,6,Carey
1695,3,4,Carey
1696,1,3,Carey
1697,2,1,Carey
1698,1,3,Carey
1699,3,4,Carey
1700,2,2,Carey
1701,6,6,Kris
1702,3,6,Kris
1703,4,4,Kris
1704,3,4,Kris
1705,1,3,Kris
1706,1,6,Kris
1707,3,4,Kris
1708,1,5,Kris
1709,2,2,Kris
1710,4,3,Kris
1711,4,6,Kris
1712,5,2,Kris
1713,4,2,Kris
1714,2,4,Kris
1715,2,6,Kris
1716,5,6,Kris
1717,3,5,Kris
1718,4,1,Kris
1719,5,5,Kris
1720,6,2,Kris
1721,5,6,Kris
1722,2,3,Kris
1723,1,3,Kris
1724,2,2,Kris
1725,6,4,Kris
1726,4,3,Kris
1727,3,6,Kris
1728,6,4,Kris
1729,4,3,Kris
1730,6,3,Kris
1731,2,5,Kris
1732,4,1,Kris
1733,1,2,Kris
1734,4,3,Kris
1735,5,4,Kris
1736,4,2,Kris
1737,3,1,Kris
1738,3,5,Kris
1739,5,5,Kris
1740,5,3,Kris
1741,5,5,Kris
1742,2,6,Kris
1743,1,6,Kris
1744,3,4,Kris
1745,5,6,Kris
1746,5,4,Kris
1747,2,1,Kris
1748,4,1,Kris
1749,2,5,Kris
1750,1,4,Kris
1751,5,5,Kris
1752,6,1,Kris
1753,1,4,Kris
1754,1,4,Kris
1755,6,6,Kris
1756,3,3,Kris
1757,2,6,Kris
1758,6,4,Kris
1759,5,1,Kris
1760,3,5,Kris
1761,4,2,Kris
1762,4,1,Kris
1763,1,2,Kris
1764,6,4,Kris
1765,6,5,Kris
1766,2,6,Kris
1767,1,6,Kris
1768,5,1,Kris
1769,3,4,Kris
1770,6,4,Kris
1771,4,2,Kris
1772,5,3,Kris
1773,2,3,Kris
1774,3,6,Kris
1775,5,6,Kris
1776,2,4,Kris
1777,3,6,Kris
1778,6,1,Kris
1779,4,6,Kris
1780,4,3,Kris
1781,2,6,Kris
1782,2,2,Kris
1783,6,3,Kris
1784,5,6,Kris
1785,3,3,Kris
1786,2,1,Kris
1787,2,1,Kris
1788,4,1,Kris
1789,4,4,Kris
1790,1,3,Kris
1791,2,4,Kris
1792,1,4,Kris
1793,3,6,Kris
1794,1,4,Kris
1795,6,3,Kris
1796,6,1,Kris
1797,5,1,Kris
1798,1,5,Kris
1799,2,5,Kris
1800,5,2,Kris
1801,4,5,Carey
1802,2,3,Carey
1803,2,2,Carey
1804,1,5,Carey
1805,1,2,Carey
1806,2,4,Carey
1807,6,3,Carey
1808,2,2,Carey
1809,5,5,Carey
1810,5,3,Carey
1811,2,2,Carey
1812,2,6,Carey
1813,2,1,Carey
1814,3,5,Carey
1815,3,1,Carey
1816,2,5,Carey
1817,3,1,Carey
1818,3,4,Carey
1819,2,2,Carey
1820,2,5,Carey
1821,1,1,Carey
1822,4,3,Carey
1823,1,2,Carey
1824,3,6,Carey
1825,3,1,Carey
1826,5,5,Carey
1827,5,5,Carey
1828,3,5,Carey
1829,5,2,Carey
1830,3,6,Carey
1831,5,6,Carey
1832,5,4,Carey
1833,4,6,Carey
1834,5,4,Carey
1835,2,1,Carey
1836,1,1,Carey
1837,1,6,Carey
1838,5,4,Carey
1839,6,5,Carey
1840,2,5,Carey
1841,1,6,Carey
1842,4,3,Carey
1843,1,1,Carey
1844,4,1,Carey
1845,2,2,Carey
1846,5,1,Carey
1847,3,1,Carey
1848,4,3,Carey
1849,2,4,Carey
1850,6,2,Carey
1851,1,2,Carey
1852,2,5,Carey
1853,3,6,Carey
1854,1,3,Carey
1855,1,1,Carey
1856,1,2,Carey
1857,1,6,Carey
1858,3,1,Carey
1859,5,1,Carey
1860,1,6,Carey
1861,3,2,Carey
1862,6,4,Carey
1863,2,5,Carey
1864,2,2,Carey
1865,2,2,Carey
1866,4,1,Carey
1867,5,3,Carey
1868,2,1,Carey
1869,1,1,Carey
1870,4,2,Carey
1871,3,1,Carey
1872,4,3,Carey
1873,2,2,Carey
1874,1,6,Carey
1875,5,2,Carey
1876,4,3,Carey
1877,5,2,Carey
1878,6,5,Carey
1879,1,5,Carey
1880,1,4,Carey
1881,6,5,Carey
1882,1,2,Carey
1883,4,6,Carey
1884,6,5,Carey
1885,1,6,Carey
1886,1,1,Carey
1887,1,1,Carey
1888,5,3,Carey
1889,4,4,Carey
1890,5,4,Carey
1891,1,5,Carey
1892,6,5,Carey
1893,6,4,Carey
1894,4,4,Carey
1895,6,4,Carey
1896,2,5,Carey
1897,2,1,Carey
1898,3,4,Carey
1899,4,5,Carey
1900,5,1,Carey
1901,1,3,Kris
1902,4,5,Kris
1903,4,5,Kris
1904,4,6,Kris
1905,6,5,Kris
1906,2,3,Kris
1907,5,4,Kris
1908,6,2,Kris
1909,6,3,Kris
1910,3,6,Kris
1911,4,4,Kris
1912,2,1,Kris
1913,1,3,Kris
1914,2,2,Kris
1915,5,4,Kris
1916,1,1,Kris
1917,5,6,Kris
1918,3,6,Kris
1919,2,1,Kris
1920,5,5,Kris
1921,6,1,Kris
1922,3,2,Kris
1923,6,1,Kris
1924,5,5,Kris
1925,5,2,Kris
1926,1,6,Kris
1927,6,3,Kris
1928,5,2,Kris
1929,2,1,Kris
1930,6,1,Kris
1931,4,4,Kris
1932,4,6,Kris
1933,2,5,Kris
1934,5,5,Kris
1935,3,3,Kris
1936,4,5,Kris
1937,5,2,Kris
1938,1,2,Kris
1939,1,6,Kris
1940,2,5,Kris
1941,2,1,Kris
1942,1,5,Kris
1943,1,1,Kris
1944,3,1,Kris
1945,2,5,Kris
1946,1,1,Kris
1947,1,5,Kris
1948,6,3,Kris
1949,6,4,Kris
1950,3,5,Kris
1951,6,2,Kris
1952,5,1,Kris
1953,4,3,Kris
1954,2,2,Kris
1955,6,5,Kris
1956,2,3,Kris
1957,6,2,Kris
1958,2,4,Kris
1959,6,6,Kris
1960,1,4,Kris
1961,1,6,Kris
1962,5,6,Kris
1963,2,6,Kris
1964,2,1,Kris
1965,2,5,Kris
1966,3,1,Kris
1967,2,4,Kris
1968,1,3,Kris
1969,6,4,Kris
1970,6,2,Kris
1971,2,3,Kris
1972,5,6,Kris
1973,6,1,Kris
1974,4,2,Kris
1975,6,6,Kris
1976,2,3,Kris
1977,4,2,Kris
1978,6,4,Kris
1979,2,2,Kris
1980,5,6,Kris
1981,3,3,Kris
1982,1,2,Kris
1983,5,1,Kris
1984,4,3,Kris
1985,3,3,Kris
1986,6,2,Kris
1987,5,3,Kris
1988,2,1,Kris
1989,1,3,Kris
1990,3,4,Kris
1991,4,4,Kris
1992,3,3,Kris
1993,2,6,Kris
1994,6,2,Kris
1995,4,2,Kris
1996,1,2,Kris
1997,6,5,Kris
1998,3,3,Kris
1999,6,5,Kris
2000,5,3,Kris
2001,3,3,Carey
2002,4,6,Carey
2003,3,4,Carey
2004,6,3,Carey
2005,4,3,Carey
2006,2,5,Carey
2007,6,4,Carey
2008,2,2,Carey
2009,4,4,Carey
2010,3,3,Carey
2011,3,5,Carey
2012,5,2,Carey
2013,1,1,Carey
2014,4,5,Carey
2015,5,4,Carey
2016,4,1,Carey
2017,3,6,Carey
2018,4,6,Carey
2019,3,2,Carey
2020,1,1,Carey
2021,6,6,Carey
2022,6,1,Carey
2023,4,5,Carey
2024,2,6,Carey
2025,3,2,Carey
2026,1,4,Carey
2027,5,1,Carey
2028,5,1,Carey
2029,2,3,Carey
2030,6,4,Carey
2031,1,3,Carey
2032,4,1,Carey
2033,3,3,Carey
2034,5,6,Carey
2035,1,4,Carey
2036,6,2,Carey
2037,3,4,Carey
2038,6,1,Carey
2039,4,4,Carey
2040,2,2,Carey
2041,6,2,Carey
2042,3,2,Carey
2043,3,2,Carey
2044,4,6,Carey
2045,2,1,Carey
2046,6,1,Carey
2047,6,2,Carey
2048,3,3,Carey
2049,1,4,Carey
2050,4,1,Carey
2051,5,5,Carey
2052,6,3,Carey
2053,3,3,Carey
2054,2,3,Carey
2055,2,3,Carey
2056,2,3,Carey
2057,5,4,Carey
2058,5,4,Carey
2059,6,5,Carey
2060,6,5,Carey
2061,2,6,Carey
2062,6,4,Carey
2063,6,1,Carey
2064,4,6,Carey
2065,2,2,Carey
2066,2,3,Carey
2067,2,1,Carey
2068,1,3,Carey
2069,2,1,Carey
2070,2,1,Carey
2071,2,4,Carey
2072,2,4,Carey
2073,3,4,Carey
2074,4,6,Carey
2075,3,6,Carey
2076,2,6,Carey
2077,1,2,Carey
2078,6,1,Carey
2079,5,3,Carey
2080,3,4,Carey
2081,1,2,Carey
2082,6,5,Carey
2083,4,6,Carey
2084,5,6,Carey
2085,5,3,Carey
2086,1,6,Carey
2087,6,2,Carey
2088,4,6,Carey
2089,4,2,Carey
2090,4,5,Carey
2091,4,4,Carey
2092,3,1,Carey
2093,1,1,Carey
2094,1,5,Carey
2095,4,1,Carey
2096,3,4,Carey
2097,1,2,Carey
2098,3,4,Carey
2099,2,6,Carey
2100,2,4,Carey
2101,2,4,Kris
2102,6,6,Kris
2103,3,2,Kris
2104,1,1,Kris
2105,3,5,Kris
2106,5,4,Kris
2107,1,3,Kris
2108,4,4,Kris
2109,3,6,Kris
2110,2,5,Kris
2111,3,6,Kris
2112,4,6,Kris
2113,3,3,Kris
2114,5,1,Kris
2115,4,6,Kris
2116,2,5,Kris
2117,3,1,Kris
2118,3,4,Kris
2119,6,5,Kris
2120,5,5,Kris
2121,4,3,Kris
2122,1,1,Kris
2123,5,3,Kris
2124,5,3,Kris
2125,3,6,Kris
2126,6,4,Kris
2127,6,3,Kris
2128,5,5,Kris
2129,4,5,Kris
2130,3,4,Kris
2131,4,3,Kris
2132,5,5,Kris
2133,2,3,Kris
2134,1,3,Kris
2135,3,6,Kris
2136,5,1,Kris
2137,4,1,Kris
2138,5,1,Kris
2139,4,3,Kris
2140,3,4,Kris
2141,2,2,Kris
2142,5,1,Kris
2143,5,3,Kris
2144,3,6,Kris
2145,4,3,Kris
2146,2,6,Kris
2147,6,4,Kris
2148,2,4,Kris
2149,5,2,Kris
2150,4,3,Kris
2151,5,1,Kris
2152,5,3,Kris
2153,2,6,Kris
2154,6,3,Kris
2155,6,5,Kris
2156,6,5,Kris
2157,2,5,Kris
2158,6,4,Kris
2159,2,3,Kris
2160,6,5,Kris
2161,4,1,Kris
2162,5,6,Kris
2163,3,3,Kris
2164,2,4,Kris
2165,2,6,Kris
2166,2,4,Kris
2167,3,4,Kris
2168,6,5,Kris
2169,2,4,Kris
2170,4,1,Kris
2171,4,3,Kris
2172,3,1,Kris
2173,5,5,Kris
2174,4,2,Kris
2175,3,4,Kris
2176,4,1,Kris
2177,4,6,Kris
2178,4,3,Kris
2179,5,1,Kris
2180,2,2,Kris
2181,2,3,Kris
2182,3,3,Kris
2183,4,1,Kris
2184,4,3,Kris
2185,6,2,Kris
2186,2,6,Kris
2187,5,2,Kris
2188,2,2,Kris
2189,5,2,Kris
2190,5,4,Kris
2191,3,3,Kris
2192,6,1,Kris
2193,5,3,Kris
2194,6,6,Kris
2195,4,5,Kris
2196,2,2,Kris
2197,1,2,Kris
2198,2,5,Kris
2199,2,2,Kris
2200,4,6,Kris
2201,3,1,Carey
2202,5,3,Carey
2203,3,1,Carey
2204,2,5,Carey
2205,6,4,Carey
2206,4,5,Carey
2207,6,5,Carey
2208,2,6,Carey
2209,6,4,Carey
2210,2,6,Carey
2211,2,6,Carey
2212,2,1,Carey
2213,6,3,Carey
2214,6,3,Carey
2215,3,5,Carey
2216,4,3,Carey
2217,5,2,Carey
2218,1,2,Carey
2219,1,2,Carey
2220,4,2,Carey
2221,3,2,Carey
2222,6,5,Carey
2223,2,6,Carey
2224,2,3,Carey
2225,1,6,Carey
2226,1,6,Carey
2227,4,3,Carey
2228,3,2,Carey
2229,1,3,Carey
2230,5,3,Carey
2231,4,6,Carey
2232,2,2,Carey
2233,4,3,Carey
2234,1,4,Carey
2235,4,5,Carey
2236,2,1,Carey
2237,4,3,Carey
2238,2,1,Carey
2239,6,4,Carey
2240,3,1,Carey
2241,5,1,Carey
2242,6,2,Carey
2243,3,2,Carey
2244,1,3,Carey
2245,5,6,Carey
2246,3,1,Carey
2247,2,5,Carey
2248,1,1,Carey
2249,1,1,Carey
2250,4,4,Carey
2251,5,5,Carey
2252,4,3,Carey
2253,1,5,Carey
2254,5,5,Carey
2255,6,1,Carey
2256,6,6,Carey
2257,1,2,Carey
2258,4,4,Carey
2259,1,2,Carey
2260,3,6,Carey
2261,3,5,Carey
2262,2,4,Carey
2263,1,2,Carey
2264,6,2,Carey
2265,5,6,Carey
2266,4,2,Carey
2267,2,1,Carey
2268,3,3,Carey
2269,4,2,Carey
2270,5,3,Carey
2271,4,1,Carey
2272,3,3,Carey
2273,5,6,Carey
2274,5,1,Carey
2275,2,2,Carey
2276,3,3,Carey
2277,1,5,Carey
2278,5,6,Carey
2279,3,2,Carey
2280,2,6,Carey
2281,3,4,Carey
2282,3,2,Carey
2283,1,3,Carey
2284,6,2,Carey
2285,2,1,Carey
2286,4,1,Carey
2287,1,5,Carey
2288,2,5,Carey
2289,2,6,Carey
2290,2,1,Carey
2291,4,1,Carey
2292,5,5,Carey
2293,6,5,Carey
2294,3,3,Carey
2295,6,1,Carey
2296,1,3,Carey
2297,3,6,Carey
2298,6,5,Carey
2299,2,4,Carey
2300,5,2,Carey
2301,3,6,Kris
2302,2,4,Kris
2303,4,2,Kris
2304,4,1,Kris
2305,3,6,Kris
2306,6,4,Kris
2307,6,5,Kris
2308,6,5,Kris
2309,3,5,Kris
2310,5,5,Kris
2311,6,2,Kris
2312,1,3,Kris
2313,3,5,Kris
2314,3,4,Kris
2315,1,5,Kris
2316,3,3,Kris
2317,2,5,Kris
2318,4,5,Kris
2319,1,3,Kris
2320,3,6,Kris
2321,5,3,Kris
2322,4,3,Kris
2323,2,6,Kris
2324,5,3,Kris
2325,4,4,Kris
2326,2,6,Kris
2327,5,3,Kris
2328,5,2,Kris
2329,3,2,Kris
2330,1,3,Kris
2331,2,1,Kris
2332,4,4,Kris
2333,2,2,Kris
2334,4,2,Kris
2335,1,2,Kris
2336,2,5,Kris
2337,1,2,Kris
2338,2,5,Kris
2339,6,2,Kris
2340,6,6,Kris
2341,5,4,Kris
2342,4,4,Kris
2343,5,3,Kris
2344,6,3,Kris
2345,3,6,Kris
2346,4,1,Kris
2347,5,2,Kris
2348,5,4,Kris
2349,6,1,Kris
2350,2,6,Kris
2351,5,2,Kris
2352,1,6,Kris
2353,5,1,Kris
2354,1,5,Kris
2355,3,3,Kris
2356,5,2,Kris
2357,3,3,Kris
2358,5,3,Kris
2359,6,6,Kris
2360,1,1,Kris
2361,1,2,Kris
2362,3,6,Kris
2363,4,3,Kris
2364,5,2,Kris
2365,3,3,Kris
2366,2,4,Kris
2367,2,6,Kris
2368,5,5,Kris
2369,5,3,Kris
2370,5,3,Kris
2371,2,4,Kris
2372,6,6,Kris
2373,5,3,Kris
2374,2,6,Kris
2375,2,4,Kris
2376,4,3,Kris
2377,5,3,Kris
2378,4,2,Kris
2379,5,5,Kris
2380,4,4,Kris
2381,1,1,Kris
2382,1,4,Kris
2383,3,4,Kris
2384,1,3,Kris
2385,3,4,Kris
2386,1,1,Kris
2387,1,6,Kris
2388,5,3,Kris
2389,3,5,Kris
2390,5,2,Kris
2391,1,2,Kris
2392,1,5,Kris
2393,4,1,Kris
2394,4,5,Kris
2395,3,5,Kris
2396,1,2,Kris
2397,4,4,Kris
2398,1,1,Kris
2399,5,4,Kris
2400,6,2,Kris
2401,2,1,Carey
2402,3,5,Carey
2403,6,2,Carey
2404,6,4,Carey
2405,5,6,Carey
2406,1,2,Carey
2407,3,5,Carey
2408,2,4,Carey
2409,5,1,Carey
2410,4,1,Carey
2411,4,5,Carey
2412,4,3,Carey
2413,5,4,Carey
2414,3,5,Carey
2415,4,4,Carey
2416,4,4,Carey
2417,1,2,Carey
2418,5,5,Carey
2419,2,2,Carey
2420,1,1,Carey
2421,6,6,Carey
2422,4,5,Carey
2423,5,3,Carey
2424,4,1,Carey
2425,4,6,Carey
2426,6,2,Carey
2427,4,2,Carey
2428,5,6,Carey
2429,5,2,Carey
2430,6,6,Carey
2431,5,5,Carey
2432,2,4,Carey
2433,2,4,Carey
2434,4,1,Carey
2435,3,1,Carey
2436,5,6,Carey
2437,2,3,Carey
2438,5,3,Carey
2439,3,4,Carey
2440,3,1,Carey
2441,3,3,Carey
2442,3,6,Carey
2443,2,1,Carey
2444,5,1,Carey
2445,1,2,Carey
2446,4,5,Carey
2447,4,5,Carey
2448,5,2,Carey
2449,2,2,Carey
2450,4,1,Carey
2451,6,3,Carey
2452,4,6,Carey
2453,4,5,Carey
2454,4,4,Carey
2455,3,3,Carey
2456,1,6,Carey
2457,5,4,Carey
2458,1,4,Carey
2459,4,4,Carey
2460,2,1,Carey
2461,3,3,Carey
2462,6,2,Carey
2463,5,6,Carey
2464,2,5,Carey
2465,5,1,Carey
2466,4,1,Carey
2467,6,6,Carey
2468,1,4,Carey
2469,4,4,Carey
2470,6,4,Carey
2471,6,6,Carey
2472,1,3,Carey
2473,5,1,Carey
2474,4,6,Carey
2475,3,2,Carey
2476,1,6,Carey
2477,3,6,Carey
2478,2,1,Carey
2479,1,4,Carey
2480,6,5,Carey
2481,3,6,Carey
2482,1,4,Carey
2483,6,6,Carey
2484,3,1,Carey
2485,4,3,Carey
2486,3,5,Carey
2487,4,2,Carey
2488,6,4,Carey
2489,6,6,Carey
2490,3,6,Carey
2491,3,1,Carey
2492,1,5,Carey
2493,4,4,Carey
2494,2,4,Carey
2495,2,5,Carey
2496,1,6,Carey
2497,4,3,Carey
2498,1,5,Carey
2499,1,4,Carey
2500,6,3,Carey
2501,3,1,Kris
2502,5,4,Kris
2503,2,6,Kris
2504,1,2,Kris
2505,2,6,Kris
2506,3,2,Kris
2507,2,3,Kris
2508,3,4,Kris
2509,2,2,Kris
2510,6,5,Kris
2511,2,6,Kris
2512,6,3,Kris
2513,4,1,Kris
2514,3,5,Kris
2515,3,4,Kris
2516,3,5,Kris
2517,2,2,Kris
2518,1,1,Kris
2519,6,6,Kris
2520,4,3,Kris
2521,2,4,Kris
2522,3,1,Kris
2523,1,6,Kris
2524,1,3,Kris
2525,6,1,Kris
2526,6,5,Kris
2527,1,3,Kris
2528,2,1,Kris
2529,6,2,Kris
2530,1,3,Kris
2531,2,2,Kris
2532,2,3,Kris
2533,2,4,Kris
2534,5,2,Kris
2535,3,2,Kris
2536,6,1,Kris
2537,1,1,Kris
2538,1,2,Kris
2539,1,2,Kris
2540,2,5,Kris
2541,5,6,Kris
2542,2,1,Kris
2543,1,5,Kris
2544,3,3,Kris
2545,4,6,Kris
2546,1,4,Kris
2547,1,4,Kris
2548,5,6,Kris
2549,4,3,Kris
2550,4,3,Kris
2551,4,2,Kris
2552,5,2,Kris
2553,4,3,Kris
2554,3,4,Kris
2555,6,3,Kris
2556,4,6,Kris
2557,3,4,Kris
2558,3,6,Kris
2559,1,2,Kris
2560,3,3,Kris
2561,4,1,Kris
2562,5,4,Kris
2563,1,4,Kris
2564,6,5,Kris
2565,5,6,Kris
2566,1,6,Kris
2567,1,3,Kris
2568,4,5,Kris
2569,6,1,Kris
2570,2,3,Kris
2571,3,5,Kris
2572,1,2,Kris
2573,5,1,Kris
2574,4,3,Kris
2575,3,4,Kris
2576,3,5,Kris
2577,6,3,Kris
2578,1,3,Kris
2579,3,2,Kris
2580,5,3,Kris
2581,3,6,Kris
2582,1,6,Kris
2583,4,4,Kris
2584,4,1,Kris
2585,3,2,Kris
2586,5,6,Kris
2587,2,2,Kris
2588,4,6,Kris
2589,6,2,Kris
2590,5,5,Kris
2591,4,5,Kris
2592,6,3,Kris
2593,3,1,Kris
2594,6,5,Kris
2595,2,3,Kris
2596,4,1,Kris
2597,5,6,Kris
2598,4,4,Kris
2599,1,4,Kris
2600,4,5,Kris
2601,1,4,Carey
2602,6,3,Carey
2603,4,3,Carey
2604,1,1,Carey
2605,4,3,Carey
2606,2,5,Carey
2607,4,4,Carey
2608,4,3,Carey
2609,1,4,Carey
2610,5,5,Carey
2611,5,3,Carey
2612,3,2,Carey
2613,4,6,Carey
2614,1,6,Carey
2615,6,1,Carey
2616,1,3,Carey
2617,6,4,Carey
2618,4,2,Carey
2619,6,5,Carey
2620,2,1,Carey
2621,3,2,Carey
2622,6,1,Carey
2623,2,1,Carey
2624,1,5,Carey
2625,4,6,Carey
2626,3,4,Carey
2627,4,6,Carey
2628,2,3,Carey
2629,4,5,Carey
2630,2,1,Carey
2631,6,4,Carey
2632,3,1,Carey
