Season,Team1,Q1,Q2,Q3,Q4,OT,2OT,3OT,Final,Team2,Q1,Q2,Q3,Q4,OT,2OT,3OT,Final,Date
2002,CHH,26,28,17,17,0,0,0,88,PHO,24,14,20,24,0,0,0,82,20020310
2002,GSW,28,18,32,18,0,0,0,96,ATL,30,35,30,26,0,0,0,121,20020311
2002,SAC,25,34,26,22,0,0,0,107,CHI,27,23,33,20,0,0,0,103,20020311
2002,SEA,28,32,24,24,0,0,0,108,DAL,35,36,20,28,0,0,0,119,20020311
2002,SAS,22,27,18,26,0,0,0,93,DEN,17,23,19,19,0,0,0,78,20020311
2002,UTA,18,24,18,18,0,0,0,78,MEM,22,15,26,16,0,0,0,79,20020311
2002,LAC,22,28,25,33,0,0,0,108,MIN,24,23,28,24,0,0,0,99,20020311
2002,BOS,28,25,21,30,0,0,0,104,WAS,24,22,24,29,0,0,0,99,20020311
2002,SEA,21,33,22,22,0,0,0,98,HOU,24,27,25,25,0,0,0,101,20020312
2002,GSW,32,19,35,15,0,0,0,101,IND,31,34,27,23,0,0,0,115,20020312
2002,CHH,16,17,21,12,0,0,0,66,LAL,26,23,25,33,0,0,0,107,20020312
2002,PHO,15,18,23,22,0,0,0,78,MIA,24,22,17,27,0,0,0,90,20020312
2002,CHI,24,22,13,22,0,0,0,81,MIL,28,25,34,23,0,0,0,110,20020312
2002,TOR,24,19,24,17,0,0,0,84,NJN,24,18,22,22,0,0,0,86,20020312
2002,PHI,19,26,31,28,0,0,0,104,NYK,25,35,14,22,0,0,0,96,20020312
2002,MEM,21,22,24,17,0,0,0,84,SAS,19,29,18,32,0,0,0,98,20020312
2002,DEN,24,26,26,26,0,0,0,102,ATL,26,31,28,20,0,0,0,105,20020313
2002,NJN,25,19,25,20,0,0,0,89,BOS,25,23,26,23,0,0,0,97,20020313
2002,CLE,16,19,26,23,0,0,0,84,DET,27,18,19,21,0,0,0,85,20020313
2002,WAS,18,20,24,13,0,0,0,75,LAC,28,25,23,20,0,0,0,96,20020313
2002,HOU,23,23,20,30,0,0,0,96,MIN,24,17,31,23,0,0,0,95,20020313
2002,PHO,22,31,29,27,5,0,0,114,ORL,28,34,24,23,10,0,0,119,20020313
2002,SAC,24,21,19,28,0,0,0,92,PHI,31,21,17,19,0,0,0,88,20020313
2002,UTA,18,19,19,26,0,0,0,82,CHH,26,29,21,24,0,0,0,100,20020314
2002,LAL,25,25,24,36,0,0,0,110,GSW,22,19,32,29,0,0,0,102,20020314
2002,SAC,19,29,23,25,0,0,0,96,NYK,38,26,24,25,0,0,0,113,20020314
2002,DAL,24,22,24,36,0,0,0,106,POR,32,41,38,21,0,0,0,132,20020314
2002,CHI,19,23,23,21,0,0,0,86,SAS,22,24,22,23,0,0,0,91,20020314
2002,PHO,22,20,23,24,0,0,0,89,ATL,24,30,25,25,0,0,0,104,20020315
2002,UTA,24,25,26,25,0,0,0,100,DET,23,17,30,27,0,0,0,97,20020315
2002,LAC,17,24,30,21,0,0,0,92,LAL,21,22,23,32,0,0,0,98,20020315
2002,BOS,27,26,24,26,0,0,0,103,MEM,26,25,24,22,0,0,0,97,20020315
2002,IND,30,29,20,19,0,0,0,98,MIN,35,17,9,24,0,0,0,85,20020315
2002,MIA,19,18,22,19,0,0,0,78,NJN,29,22,18,28,0,0,0,97,20020315
2002,DEN,26,32,25,19,0,0,0,102,ORL,33,31,29,31,0,0,0,124,20020315
2002,WAS,26,22,21,34,0,0,0,103,SEA,23,24,28,23,0,0,0,98,20020315
2002,PHO,25,18,20,13,0,0,0,76,CHH,20,24,19,24,0,0,0,87,20020316
2002,DAL,30,29,33,25,0,0,0,117,GSW,33,24,19,24,0,0,0,100,20020316
2002,CHI,24,28,20,26,8,8,0,114,HOU,30,21,26,21,8,6,0,112,20020316
2002,SEA,18,27,23,27,0,0,0,95,LAC,25,16,22,24,0,0,0,87,20020316
2002,DEN,16,18,22,20,0,0,0,76,MIA,24,31,21,25,0,0,0,101,20020316
2002,DET,24,23,27,28,0,0,0,102,MIL,27,22,25,20,0,0,0,94,20020316
2002,CLE,22,32,17,24,0,0,0,95,NYK,23,24,24,34,0,0,0,105,20020316
2002,WAS,21,30,11,18,0,0,0,80,POR,22,26,29,18,0,0,0,95,20020316
2002,BOS,28,29,22,25,0,0,0,104,SAS,29,29,22,31,0,0,0,111,20020316
2002,NYK,26,21,28,24,0,0,0,99,CLE,31,24,23,26,0,0,0,104,20020317
2002,ATL,17,11,16,24,0,0,0,68,IND,23,21,17,24,0,0,0,85,20020317
2002,DAL,26,33,17,27,0,0,0,103,LAL,25,32,23,25,0,0,0,105,20020317
2002,NJN,15,31,24,17,0,0,0,87,MEM,17,17,21,21,0,0,0,76,20020317
2002,UTA,15,24,25,32,0,0,0,96,MIN,19,23,16,31,0,0,0,89,20020317
2002,ORL,29,26,26,24,0,0,0,105,PHI,30,24,23,26,0,0,0,103,20020317
2002,SAC,33,25,29,29,0,0,0,116,TOR,31,32,27,23,0,0,0,113,20020317
2002,POR,28,30,19,23,0,0,0,100,BOS,29,20,25,17,0,0,0,91,20020318
2002,MIL,31,30,25,24,0,0,0,110,CHH,27,28,36,22,0,0,0,113,20020318
2002,DET,34,21,23,20,0,0,0,98,DEN,18,28,23,22,0,0,0,91,20020318
2002,WAS,26,30,22,21,0,0,0,99,GSW,32,22,25,17,0,0,0,96,20020318
2002,HOU,20,17,30,19,0,0,0,86,LAC,23,22,24,24,0,0,0,93,20020318
2002,ATL,28,25,18,31,0,0,0,102,CHI,22,23,20,31,0,0,0,96,20020319
2002,NJN,23,29,23,22,0,0,0,97,CLE,26,26,20,28,0,0,0,100,20020319
2002,LAL,28,24,16,30,0,0,0,98,DAL,31,18,33,32,0,0,0,114,20020319
2002,NYK,29,17,22,33,0,0,0,101,MEM,29,16,31,16,0,0,0,92,20020319
2002,PHI,19,22,25,25,0,0,0,91,MIA,20,25,15,19,0,0,0,79,20020319
2002,TOR,21,29,10,20,0,0,0,80,MIN,26,29,24,33,0,0,0,112,20020319
2002,MIL,23,15,28,25,0,0,0,91,ORL,33,21,26,21,0,0,0,101,20020319
2002,HOU,19,19,31,18,0,0,0,87,SAC,23,27,36,24,0,0,0,110,20020319
2002,GSW,23,30,21,19,0,0,0,93,SEA,35,24,35,16,0,0,0,110,20020319
2002,DET,21,13,30,30,0,0,0,94,UTA,26,18,17,26,0,0,0,87,20020319
2002,CLE,21,20,12,17,0,0,0,70,BOS,22,20,23,31,0,0,0,96,20020320
2002,IND,28,21,19,20,0,0,0,88,CHH,32,19,23,20,0,0,0,94,20020320
2002,WAS,30,24,38,15,0,0,0,107,DEN,25,14,17,19,0,0,0,75,20020320
2002,POR,27,13,24,18,0,0,0,82,NJN,28,20,21,28,0,0,0,97,20020320
2002,MIA,19,26,18,19,0,0,0,82,PHI,22,16,23,16,0,0,0,77,20020320
2002,LAL,25,15,16,34,0,0,0,90,SAS,33,29,25,21,0,0,0,108,20020320
2002,NYK,23,25,18,23,0,0,0,89,ATL,32,30,31,25,0,0,0,118,20020321
2002,SAS,24,29,27,25,0,0,0,105,DAL,23,19,35,25,0,0,0,102,20020321
2002,LAC,31,26,32,27,0,0,0,116,GSW,27,23,23,23,0,0,0,96,20020321
2002,MIN,27,29,18,21,0,0,0,95,MEM,34,18,19,22,0,0,0,93,20020321
2002,DET,23,28,22,22,0,0,0,95,PHO,23,19,11,29,0,0,0,82,20020321
2002,DEN,28,20,18,16,0,0,0,82,SAC,34,35,25,24,0,0,0,118,20020321
2002,WAS,27,19,13,20,0,0,0,79,UTA,28,25,17,24,0,0,0,94,20020321
2002,PHI,18,27,31,20,0,0,0,96,BOS,31,19,27,14,0,0,0,91,20020322
2002,POR,22,32,33,22,0,0,0,109,CHI,21,25,26,21,0,0,0,93,20020322
2002,TOR,21,26,32,15,0,0,0,94,CLE,11,21,27,21,0,0,0,80,20020322
2002,DET,20,19,21,22,0,0,0,82,LAL,27,16,27,24,0,0,0,94,20020322
2002,IND,26,30,20,28,0,0,0,104,MIA,18,23,27,26,0,0,0,94,20020322
2002,MIL,22,26,14,22,0,0,0,84,NJN,18,32,36,22,0,0,0,108,20020322
2002,CHH,31,20,32,23,0,0,0,106,ORL,21,26,25,20,0,0,0,92,20020322
2002,HOU,21,13,26,22,0,0,0,82,SEA,36,25,20,31,0,0,0,112,20020322
2002,CHI,25,27,24,20,0,0,0,96,ATL,33,29,24,26,0,0,0,112,20020323
2002,MEM,25,22,28,25,0,0,0,100,DAL,36,27,31,17,0,0,0,111,20020323
2002,SEA,22,26,22,15,0,0,0,85,DEN,26,22,27,13,0,0,0,88,20020323
2002,PHO,26,23,21,27,0,0,0,97,LAC,13,27,26,28,0,0,0,94,20020323
2002,POR,29,18,25,36,0,0,0,108,MIN,32,25,14,28,0,0,0,99,20020323
2002,MIA,14,22,22,21,0,0,0,79,SAS,21,23,27,18,0,0,0,89,20020323
2002,GSW,24,22,30,27,0,0,0,103,UTA,23,36,23,30,0,0,0,112,20020323
2002,BOS,22,31,17,31,0,0,0,101,DET,32,24,26,27,0,0,0,109,20020324
2002,HOU,30,32,32,22,0,0,0,116,GSW,19,32,31,22,0,0,0,104,20020324
2002,CHH,28,28,19,24,0,0,0,99,IND,20,20,24,20,0,0,0,84,20020324
2002,ORL,19,25,25,16,0,0,0,85,MIL,31,26,36,17,0,0,0,110,20020324
2002,ATL,25,32,26,19,0,0,0,102,NJN,28,27,29,32,0,0,0,116,20020324
2002,NYK,19,20,16,27,0,0,0,82,PHI,19,21,22,28,0,0,0,90,20020324
2002,LAL,27,24,22,24,0,0,0,97,SAC,30,19,25,22,0,0,0,96,20020324
2002,WAS,21,18,25,27,0,0,0,91,TOR,24,23,19,26,0,0,0,92,20020324
2002,SAS,25,20,22,24,0,0,0,91,LAC,24,25,23,13,0,0,0,85,20020325
2002,BOS,14,24,22,27,0,0,0,87,MIA,21,17,22,22,0,0,0,82,20020325
2002,DEN,16,22,21,25,0,0,0,84,NYK,24,25,19,15,0,0,0,83,20020325
2002,CLE,24,14,25,33,0,0,0,96,PHO,32,15,17,38,0,0,0,102,20020325
2002,MEM,17,27,20,39,0,0,0,103,POR,37,20,26,17,0,0,0,100,20020325
2002,UTA,19,18,32,23,0,0,0,92,SEA,20,32,24,30,0,0,0,106,20020325
2002,NJN,19,25,15,18,0,0,0,77,ATL,23,36,21,23,0,0,0,103,20020326
2002,DET,23,20,25,28,0,0,0,96,IND,24,16,20,17,0,0,0,77,20020326
2002,CLE,20,24,30,42,0,0,0,116,LAL,27,28,36,30,0,0,0,121,20020326
2002,DAL,18,27,23,27,17,0,0,112,MIL,25,31,22,17,11,0,0,106,20020326
2002,GSW,29,25,30,31,0,0,0,115,MIN,25,24,29,28,0,0,0,106,20020326
2002,CHI,22,24,15,21,0,0,0,82,ORL,24,26,22,24,0,0,0,96,20020326
2002,LAC,21,24,27,18,0,0,0,90,SAC,28,24,27,28,0,0,0,107,20020326
2002,HOU,34,21,28,22,0,0,0,105,UTA,23,28,25,33,0,0,0,109,20020326
2002,DEN,16,17,25,29,0,0,0,87,WAS,29,32,24,18,0,0,0,103,20020326
2002,GSW,24,21,22,32,0,0,0,99,BOS,23,14,36,29,0,0,0,102,20020327
2002,ORL,27,25,21,31,0,0,0,104,CHH,36,22,21,32,0,0,0,111,20020327
2002,NYK,27,25,19,18,0,0,0,89,DET,31,17,15,19,0,0,0,82,20020327
2002,NJN,10,28,28,22,0,0,0,88,PHI,16,18,22,24,0,0,0,80,20020327
2002,LAL,34,22,27,23,0,0,0,106,PHO,31,31,23,33,0,0,0,118,20020327
2002,SAS,25,23,26,19,0,0,0,93,POR,23,22,27,26,0,0,0,98,20020327
2002,MEM,24,23,18,17,0,0,0,82,SEA,25,22,23,26,0,0,0,96,20020327
2002,MIA,20,23,18,19,0,0,0,80,TOR,28,16,16,21,0,0,0,81,20020327
2002,TOR,26,21,17,21,0,0,0,85,ATL,18,29,23,13,0,0,0,83,20020328
2002,PHI,16,37,22,24,0,0,0,99,CHI,17,11,24,27,0,0,0,79,20020328
2002,SAC,29,24,25,23,0,0,0,101,HOU,23,17,21,13,0,0,0,74,20020328
2002,DEN,27,17,22,22,0,0,0,88,MIL,27,26,17,25,0,0,0,95,20020328
2002,DAL,30,24,31,26,0,0,0,111,MIN,30,36,29,18,0,0,0,113,20020328
2002,CLE,18,25,21,27,0,0,0,91,UTA,28,27,33,24,0,0,0,112,20020328
2002,DAL,21,31,37,19,0,0,0,108,BOS,23,17,11,31,0,0,0,82,20020329
2002,SAC,27,23,25,17,0,0,0,92,CHH,36,19,18,14,0,0,0,87,20020329
2002,GSW,26,35,23,19,0,0,0,103,DET,24,33,26,27,0,0,0,110,20020329
2002,POR,21,28,19,11,0,0,0,79,LAL,28,23,20,20,0,0,0,91,20020329
2002,ATL,15,17,20,28,0,0,0,80,MIA,19,20,30,23,0,0,0,92,20020329
2002,MIN,20,36,25,17,0,0,0,98,NYK,16,21,12,28,0,0,0,77,20020329
2002,IND,27,24,18,37,0,0,0,106,ORL,26,30,35,23,0,0,0,114,20020329
2002,LAC,17,15,36,28,0,0,0,96,PHO,19,24,24,27,0,0,0,94,20020329
2002,SAS,22,16,23,15,0,0,0,76,SEA,17,21,19,22,0,0,0,79,20020329
2002,MIL,26,26,21,25,0,0,0,98,WAS,31,24,32,20,0,0,0,107,20020329
2002,DEN,26,26,27,21,0,0,0,100,CHI,20,22,22,20,0,0,0,84,20020330
2002,CHH,21,23,20,29,0,0,0,93,CLE,21,26,23,15,0,0,0,85,20020330
2002,PHO,27,27,18,18,0,0,0,90,HOU,18,25,21,24,0,0,0,88,20020330
2002,UTA,26,27,27,25,0,0,0,105,LAC,29,16,26,21,0,0,0,92,20020330
2002,GSW,27,22,22,28,0,0,0,99,MEM,26,25,33,21,0,0,0,105,20020330
2002,PHI,21,16,29,26,0,0,0,92,NJN,26,28,21,27,0,0,0,102,20020330
2002,SEA,29,27,15,21,0,0,0,92,POR,26,24,20,17,0,0,0,87,20020330
2002,SAC,20,25,25,22,0,0,0,92,ATL,22,26,25,18,0,0,0,91,20020331
2002,MIL,16,27,20,17,0,0,0,80,BOS,26,28,28,28,0,0,0,110,20020331
2002,DEN,21,20,24,17,0,0,0,82,DET,22,26,11,27,0,0,0,86,20020331
2002,MIA,19,15,29,18,0,0,0,81,IND,22,33,27,18,0,0,0,100,20020331
2002,SAS,22,26,29,18,0,0,0,95,LAL,23,22,29,22,0,0,0,96,20020331
2002,NJN,17,21,24,23,0,0,0,85,MIN,28,29,20,9,0,0,0,86,20020331
2002,NYK,24,26,21,19,0,0,0,90,ORL,23,18,33,23,0,0,0,97,20020331
2002,TOR,19,13,21,19,0,0,0,72,PHI,26,17,9,18,0,0,0,70,20020331
2002,DAL,22,25,32,31,0,0,0,110,WAS,22,23,29,29,0,0,0,103,20020331
2002,MIL,25,19,21,27,0,0,0,92,ATL,14,30,31,25,0,0,0,100,20020402
2002,PHO,24,25,16,31,0,0,0,96,CLE,25,28,22,26,0,0,0,101,20020402
2002,UTA,27,17,17,29,0,0,0,90,DEN,23,15,29,31,0,0,0,98,20020402
2002,POR,32,26,20,13,0,0,0,91,GSW,33,21,23,30,0,0,0,107,20020402
2002,SEA,28,28,22,20,0,0,0,98,HOU,31,17,22,30,0,0,0,100,20020402
2002,BOS,24,23,22,36,0,0,0,105,IND,33,22,25,14,0,0,0,94,20020402
2002,SAC,28,31,28,20,0,0,0,107,MEM,20,17,20,26,0,0,0,83,20020402
2002,DET,25,24,23,18,0,0,0,90,MIA,26,27,16,18,0,0,0,87,20020402
2002,CHH,23,27,12,23,0,0,0,85,NYK,32,16,24,19,0,0,0,91,20020402
2002,LAL,37,29,24,23,0,0,0,113,WAS,24,25,22,22,0,0,0,93,20020402
2002,MIA,23,16,26,25,0,0,0,90,CHH,26,23,15,33,0,0,0,97,20020403
2002,SAC,37,25,24,21,0,0,0,107,DET,16,27,18,25,0,0,0,86,20020403
2002,WAS,18,19,31,22,0,0,0,90,MIL,34,21,24,26,0,0,0,105,20020403
2002,MEM,18,22,17,24,0,0,0,81,MIN,21,24,25,22,0,0,0,92,20020403
2002,LAL,21,19,28,24,0,0,0,92,NJN,33,22,19,20,0,0,0,94,20020403
2002,PHO,22,18,20,15,8,0,0,83,PHI,18,22,17,18,14,0,0,89,20020403
2002,SEA,26,28,15,19,0,0,0,88,SAS,20,25,31,14,0,0,0,90,20020403
2002,CHI,31,26,22,25,0,0,0,104,TOR,37,33,30,17,0,0,0,117,20020403
2002,LAC,9,21,25,32,0,0,0,87,UTA,22,19,32,26,0,0,0,99,20020403
2002,IND,21,20,27,26,0,0,0,94,ATL,26,23,22,24,0,0,0,95,20020404
2002,LAC,27,16,25,22,0,0,0,90,DAL,21,23,34,37,0,0,0,115,20020404
2002,MIN,27,20,17,23,0,0,0,87,DEN,21,25,17,25,0,0,0,88,20020404
2002,SAS,28,27,21,26,0,0,0,102,HOU,25,20,20,13,0,0,0,78,20020404
2002,CLE,22,30,25,24,0,0,0,101,ORL,22,24,23,36,0,0,0,105,20020404
2002,NYK,15,17,26,22,0,0,0,80,POR,24,20,29,15,0,0,0,88,20020404
2002,LAL,17,16,25,23,0,0,0,81,BOS,23,16,27,33,0,0,0,99,20020405
2002,WAS,18,25,19,29,0,0,0,91,CHH,23,34,22,18,0,0,0,97,20020405
2002,TOR,26,25,20,27,0,0,0,98,CHI,31,19,19,27,0,0,0,96,20020405
2002,DEN,20,29,27,28,0,0,0,104,GSW,28,36,23,21,0,0,0,108,20020405
2002,PHO,22,20,25,20,0,0,0,87,IND,27,29,23,18,0,0,0,97,20020405
2002,HOU,16,23,27,15,0,0,0,81,MEM,31,29,15,24,0,0,0,99,20020405
2002,MIL,27,26,25,19,0,0,0,97,MIA,16,32,29,25,0,0,0,102,20020405
2002,ORL,19,19,22,25,0,0,0,85,NJN,27,30,24,29,0,0,0,110,20020405
2002,DET,21,27,24,20,0,0,0,92,PHI,14,30,22,22,0,0,0,88,20020405
2002,NYK,18,26,18,24,0,0,0,86,SEA,27,15,18,23,0,0,0,83,20020405
2002,SAC,36,25,25,31,0,0,0,117,UTA,18,33,29,29,0,0,0,109,20020405
2002,CHH,28,21,22,22,0,0,0,93,ATL,15,34,17,20,0,0,0,86,20020406
2002,CHI,21,26,31,23,0,0,0,101,CLE,34,37,31,18,0,0,0,120,20020406
2002,PHO,20,32,25,27,0,0,0,104,MIN,27,25,22,34,0,0,0,108,20020406
2002,GSW,22,18,30,16,0,0,0,86,POR,26,31,29,27,0,0,0,113,20020406
2002,DAL,22,21,20,24,0,0,0,87,SAS,25,28,14,22,0,0,0,89,20020406
2002,MEM,26,22,13,24,0,0,0,85,WAS,26,21,18,23,0,0,0,88,20020406
2002,DEN,16,19,15,25,0,0,0,75,LAC,26,25,23,23,0,0,0,97,20020407
2002,LAL,19,28,26,23,0,0,0,96,MIA,13,24,30,21,0,0,0,88,20020407
2002,BOS,28,27,23,24,0,0,0,102,NJN,25,17,21,27,0,0,0,90,20020407
2002,MIL,26,25,19,17,0,0,0,87,PHI,25,23,21,20,0,0,0,89,20020407
2002,NYK,23,12,18,29,0,0,0,82,SAC,30,36,26,24,0,0,0,116,20020407
2002,IND,22,23,21,18,0,0,0,84,TOR,21,25,21,27,0,0,0,94,20020407
2002,BOS,23,20,31,26,0,0,0,100,CHI,24,24,27,30,0,0,0,105,20020408
2002,ATL,29,21,22,27,0,0,0,99,DET,25,29,23,28,0,0,0,105,20020408
2002,MIN,22,24,26,28,0,0,0,100,GSW,21,25,23,24,0,0,0,93,20020408
2002,CLE,17,31,25,38,0,0,0,111,IND,24,29,22,24,0,0,0,99,20020408
2002,HOU,12,17,22,23,0,0,0,74,ORL,22,16,19,26,0,0,0,83,20020408
2002,POR,20,19,24,24,0,0,0,87,SAS,23,32,26,18,0,0,0,99,20020408
2002,LAC,24,25,24,27,0,0,0,100,SEA,28,21,31,22,0,0,0,102,20020408
2002,DAL,27,29,21,28,0,0,0,105,UTA,28,29,18,21,0,0,0,96,20020408
2002,POR,28,24,21,23,0,0,0,96,DAL,34,22,23,29,0,0,0,108,20020409
2002,UTA,20,19,31,12,0,0,0,82,LAL,27,28,32,25,0,0,0,112,20020409
2002,DEN,26,23,12,25,0,0,0,86,MEM,28,33,18,18,0,0,0,97,20020409
2002,HOU,16,22,38,24,9,8,0,117,MIA,29,20,30,21,9,11,0,120,20020409
2002,PHI,26,23,19,24,0,0,0,92,MIL,25,24,21,20,0,0,0,90,20020409
2002,WAS,18,25,22,23,0,0,0,88,NJN,28,27,31,15,0,0,0,101,20020409
2002,ORL,27,29,31,21,0,0,0,108,NYK,24,25,22,26,0,0,0,97,20020409
2002,SEA,18,26,24,24,0,0,0,92,PHO,27,23,25,24,0,0,0,99,20020409
2002,MIN,21,21,31,30,0,0,0,103,SAC,27,32,32,31,0,0,0,122,20020409
2002,CHH,26,20,18,16,0,0,0,80,TOR,14,30,18,22,0,0,0,84,20020409
2002,MIA,18,18,20,9,0,0,0,65,BOS,24,16,12,18,0,0,0,70,20020410
2002,ATL,20,28,29,24,0,0,0,101,CHH,28,18,25,24,0,0,0,95,20020410
2002,MIL,29,22,13,17,0,0,0,81,CLE,35,34,19,18,0,0,0,106,20020410
2002,CHI,18,27,32,25,0,0,0,102,DET,30,21,33,17,0,0,0,101,20020410
2002,SAC,38,35,24,21,0,0,0,118,GSW,27,37,18,34,0,0,0,116,20020410
2002,TOR,16,24,23,19,0,0,0,82,IND,37,8,31,22,0,0,0,98,20020410
2002,DEN,17,15,25,22,0,0,0,79,SAS,33,18,19,17,0,0,0,87,20020410
2002,PHI,19,14,24,20,0,0,0,77,WAS,15,33,21,21,0,0,0,90,20020410
2002,HOU,11,24,28,22,13,0,0,98,DAL,21,30,16,18,10,0,0,95,20020411
2002,MIN,20,14,23,26,0,0,0,83,LAL,20,26,30,20,0,0,0,96,20020411
2002,POR,26,16,32,25,0,0,0,99,MEM,22,26,30,24,0,0,0,102,20020411
2002,CHI,26,31,26,13,8,0,0,104,NYK,31,24,27,14,5,0,0,101,20020411
2002,NJN,28,18,19,25,11,0,0,101,ORL,27,20,24,19,9,0,0,99,20020411
2002,UTA,18,26,25,28,0,0,0,97,PHO,25,23,23,25,0,0,0,96,20020411
2002,NYK,17,26,21,28,0,0,0,92,BOS,32,33,22,20,0,0,0,107,20020412
2002,CLE,18,32,24,26,0,0,0,100,CHH,24,27,33,28,0,0,0,112,20020412
2002,GSW,25,25,22,17,0,0,0,89,DEN,28,26,14,29,0,0,0,97,20020412
2002,SAS,21,27,30,18,0,0,0,96,DET,27,24,19,16,0,0,0,86,20020412
2002,POR,17,25,17,21,0,0,0,80,HOU,17,19,18,25,0,0,0,79,20020412
2002,MIL,23,22,28,25,9,0,0,107,IND,22,20,33,23,14,0,0,112,20020412
2002,SAC,27,32,30,36,0,0,0,125,LAC,22,29,22,33,0,0,0,106,20020412
2002,ORL,30,22,20,22,0,0,0,94,MIA,20,31,17,31,0,0,0,99,20020412
2002,WAS,27,25,18,21,0,0,0,91,PHI,28,25,26,21,0,0,0,100,20020412
2002,ATL,17,19,21,16,0,0,0,73,TOR,29,34,21,28,0,0,0,112,20020412
2002,CLE,19,29,30,27,10,8,0,123,ATL,27,17,34,27,10,13,0,128,20020413
2002,DET,31,32,27,34,0,0,0,124,CHI,24,28,27,27,0,0,0,106,20020413
2002,PHO,24,16,20,34,0,0,0,94,DEN,22,30,26,20,0,0,0,98,20020413
2002,UTA,17,29,30,33,0,0,0,109,GSW,23,22,25,31,0,0,0,101,20020413
2002,MIN,29,19,31,22,0,0,0,101,LAC,18,31,29,20,0,0,0,98,20020413
2002,SAS,44,20,27,22,0,0,0,113,MEM,23,21,24,24,0,0,0,92,20020413
2002,DAL,26,36,34,20,0,0,0,116,SEA,25,21,20,33,0,0,0,99,20020413
2002,MEM,36,20,22,20,0,0,0,98,HOU,27,25,23,20,0,0,0,95,20020414
2002,NYK,20,25,28,21,0,0,0,94,MIA,26,15,18,8,0,0,0,67,20020414
2002,CHH,22,17,23,29,0,0,0,91,MIL,26,19,26,27,0,0,0,98,20020414
2002,PHI,16,33,22,24,0,0,0,95,ORL,22,19,28,20,0,0,0,89,20020414
2002,LAL,21,31,25,28,10,5,0,120,POR,27,18,25,35,10,13,0,128,20020414
2002,DAL,31,32,22,28,0,0,0,113,SAC,22,26,25,27,0,0,0,100,20020414
2002,NJN,19,9,17,37,0,0,0,82,TOR,28,22,29,22,0,0,0,101,20020414
2002,IND,30,14,20,22,0,0,0,86,WAS,18,28,19,15,0,0,0,80,20020414
2002,SEA,29,25,21,29,0,0,0,104,LAL,28,32,33,18,0,0,0,111,20020415
2002,BOS,26,14,32,21,0,0,0,93,MIN,19,22,24,25,0,0,0,90,20020415
2002,CHI,22,24,30,22,0,0,0,98,PHI,25,30,28,13,0,0,0,96,20020415
2002,ORL,28,22,24,28,0,0,0,102,ATL,25,23,17,30,0,0,0,95,20020416
2002,IND,29,26,18,26,0,0,0,99,CLE,22,21,23,29,0,0,0,95,20020416
2002,UTA,21,23,21,22,0,0,0,87,DAL,25,23,22,26,0,0,0,96,20020416
2002,HOU,14,13,17,26,0,0,0,70,DEN,24,21,27,29,0,0,0,101,20020416
2002,MEM,26,15,24,19,0,0,0,84,LAC,24,24,25,19,0,0,0,92,20020416
2002,CHH,21,22,17,28,0,0,0,88,MIA,18,34,19,10,0,0,0,81,20020416
2002,TOR,34,24,16,15,0,0,0,89,MIL,28,27,24,26,0,0,0,105,20020416
2002,DET,26,20,23,34,0,0,0,103,NJN,23,22,24,29,0,0,0,98,20020416
2002,GSW,33,23,27,23,0,0,0,106,SAC,29,34,32,25,0,0,0,120,20020416
2002,PHO,15,18,16,22,0,0,0,71,SAS,31,26,16,22,0,0,0,95,20020416
2002,NYK,29,22,27,34,0,0,0,112,WAS,28,31,31,26,0,0,0,116,20020416
2002,ATL,11,28,27,15,0,0,0,81,BOS,24,25,22,18,0,0,0,89,20020417
2002,CHI,21,32,22,31,0,0,0,106,CHH,20,28,28,36,0,0,0,112,20020417
2002,MIL,23,21,18,27,0,0,0,89,DET,32,32,32,27,0,0,0,123,20020417
2002,LAC,18,25,35,25,0,0,0,103,GSW,33,28,19,27,0,0,0,107,20020417
2002,PHI,17,18,22,23,0,0,0,80,IND,23,26,24,30,0,0,0,103,20020417
2002,SAC,26,28,22,19,0,0,0,95,LAL,30,26,31,22,0,0,0,109,20020417
2002,DEN,14,24,23,29,0,0,0,90,MIN,25,28,23,28,0,0,0,104,20020417
2002,NJN,24,15,29,31,0,0,0,99,NYK,23,20,29,22,0,0,0,94,20020417
2002,MIA,27,34,16,26,0,0,0,103,ORL,31,15,21,22,0,0,0,89,20020417
2002,DAL,23,22,16,15,0,0,0,76,PHO,32,23,20,14,0,0,0,89,20020417
2002,HOU,9,21,23,26,0,0,0,79,POR,26,16,22,28,0,0,0,92,20020417
2002,MEM,29,17,24,24,0,0,0,94,SEA,26,36,37,10,0,0,0,109,20020417
2002,CLE,27,25,16,17,0,0,0,85,TOR,22,28,27,26,0,0,0,103,20020417
2002,SAS,25,21,21,19,0,0,0,86,UTA,19,23,20,22,0,0,0,84,20020417
2002,ORL,28,16,24,11,0,0,0,79,CHH,20,19,18,23,0,0,0,80,20020420
2002,IND,28,24,11,26,0,0,0,89,NJN,22,20,19,22,0,0,0,83,20020420
2002,UTA,20,27,17,22,0,0,0,86,SAC,25,21,25,18,0,0,0,89,20020420
2002,SEA,29,23,13,24,0,0,0,89,SAS,24,28,38,20,0,0,0,110,20020420
2002,PHI,28,20,11,23,0,0,0,82,BOS,31,23,19,19,0,0,0,92,20020421
2002,MIN,31,16,26,21,0,0,0,94,DAL,22,28,23,28,0,0,0,101,20020421
